Matricola;Cognome;Nome;DataNascita;LuogoNascita;Via;Cap;Citta;SiglaProvincia;Telefono;Email;TitoloStudio
10755;Manfredi;Sara;25/01/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000755;manfredi.sara@studenti.its.net;Diploma
10756;Matera;Lorenzo;26/01/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000756;matera.lorenzo@studenti.its.net;Diploma
10757;Pellegrini;Elena;27/01/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000757;pellegrini.elena@studenti.its.net;Diploma
10758;Olaye ruth;Frank;28/01/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000758;olayeruth.frank@studenti.its.net;Diploma
10759;Saiu;Lorenzo;29/01/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000759;saiu.lorenzo@studenti.its.net;Diploma
10760;Pacca;Carlotta;30/01/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000760;pacca.carlotta@studenti.its.net;Diploma
10761;Paolillo;Alessandro;31/01/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000761;paolillo.alessandro@studenti.its.net;Diploma
10762;Martinengo;Giulia;01/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000762;martinengo.giulia@studenti.its.net;Diploma
10763;Meloni;Manuel;02/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000763;meloni.manuel@studenti.its.net;Diploma
10764;Scheul;Anastasia;03/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000764;scheul.anastasia@studenti.its.net;Diploma
10765;Pere;Angelo Leonardo;04/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000765;pere.angeloleonardo@studenti.its.net;Diploma
10766;Milazzo;Viola;05/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000766;milazzo.viola@studenti.its.net;Diploma
10767;Pellegrini;Valentina;06/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000767;pellegrini.valentina@studenti.its.net;Diploma
10768;Parmoli;Samuele;07/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000768;parmoli.samuele@studenti.its.net;Diploma
10769;Saiu;Lorenzo;08/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000769;saiu.lorenzo@studenti.its.net;Diploma
10770;Rosa;Leonardo Mattia;09/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000770;rosa.leonardomattia@studenti.its.net;Diploma
10771;Perri;Alessandro;10/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000771;perri.alessandro@studenti.its.net;Diploma
10772;Rinaldi;Riccardo;11/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000772;rinaldi.riccardo@studenti.its.net;Diploma
10773;Rosa;Noemi;12/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000773;rosa.noemi@studenti.its.net;Diploma
10774;Russo;Sharon;13/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000774;russo.sharon@studenti.its.net;Diploma
10775;Pacchiardo;Mattia;14/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000775;pacchiardo.mattia@studenti.its.net;Diploma
10776;Piroscia;Sara;15/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000776;piroscia.sara@studenti.its.net;Diploma
10777;Sagario;Gabriele;16/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000777;sagario.gabriele@studenti.its.net;Diploma
10778;Saporito;Francesco Salvatore;17/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000778;saporito.francescosalvatore@studenti.its.net;Diploma
10779;Savarino;Michele;18/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000779;savarino.michele@studenti.its.net;Diploma
10780;Scheul;Elisabeta;19/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000780;scheul.elisabeta@studenti.its.net;Diploma
10781;Riccio;Andrea;20/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000781;riccio.andrea@studenti.its.net;Diploma
10782;Palladino;Gaia;21/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000782;palladino.gaia@studenti.its.net;Diploma
10783;Rizzetto;Matteo;22/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000783;rizzetto.matteo@studenti.its.net;Diploma
10784;Rullent;Samuele;23/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000784;rullent.samuele@studenti.its.net;Diploma
10785;Restieri;Lorenzo;24/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000785;restieri.lorenzo@studenti.its.net;Diploma
10786;Schipor;Matei;25/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000786;schipor.matei@studenti.its.net;Diploma
10787;Petrucci;Ilaria;26/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000787;petrucci.ilaria@studenti.its.net;Diploma
10788;Pace;Francesca;27/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000788;pace.francesca@studenti.its.net;Diploma
10789;Sanfilippo tab�;Bianca;28/02/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000789;sanfilippotab�.bianca@studenti.its.net;Diploma
10790;Pozza;Lorenzo;01/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000790;pozza.lorenzo@studenti.its.net;Diploma
10791;Ruzza;Giulia;02/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000791;ruzza.giulia@studenti.its.net;Diploma
10792;Scaglia;Leonardo;03/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000792;scaglia.leonardo@studenti.its.net;Diploma
10793;Pere;Elena Antonia;04/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000793;pere.elenaantonia@studenti.its.net;Diploma
10794;Raveica;Iris;05/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000794;raveica.iris@studenti.its.net;Diploma
10795;Palumbo;Riccardo;06/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000795;palumbo.riccardo@studenti.its.net;Diploma
10796;Pallotta;Ilaria;07/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000796;pallotta.ilaria@studenti.its.net;Diploma
10797;Rosa;Aurora;08/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000797;rosa.aurora@studenti.its.net;Diploma
10798;Panarelli;Samantha;09/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000798;panarelli.samantha@studenti.its.net;Diploma
10799;Tadini;Vittorio;10/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000799;tadini.vittorio@studenti.its.net;Diploma
10800;Losurdo;Emili;11/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000800;losurdo.emili@studenti.its.net;Diploma
10801;Schiesaro;Mattia;12/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000801;schiesaro.mattia@studenti.its.net;Diploma
10802;Paone;Sara;13/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000802;paone.sara@studenti.its.net;Diploma
10803;Pazzaia;Monica;14/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000803;pazzaia.monica@studenti.its.net;Diploma
10804;Santomartino;Anastasia;15/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000804;santomartino.anastasia@studenti.its.net;Diploma
10805;Petrilio;Sofia;16/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000805;petrilio.sofia@studenti.its.net;Diploma
10806;Scotta;Jolie;17/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000806;scotta.jolie@studenti.its.net;Diploma
10807;Pellican�;Giovanna;18/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000807;pellican�.giovanna@studenti.its.net;Diploma
10808;Polonioli;Alice;19/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000808;polonioli.alice@studenti.its.net;Diploma
10809;Pelosi;Anna;20/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000809;pelosi.anna@studenti.its.net;Diploma
10810;Perillo;Michelina;21/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000810;perillo.michelina@studenti.its.net;Diploma
10811;Santovito;Nicolo';22/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000811;santovito.nicolo@studenti.its.net;Diploma
10812;Panarese;Lisa;23/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000812;panarese.lisa@studenti.its.net;Diploma
10813;Rivali;Morgan;24/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000813;rivali.morgan@studenti.its.net;Diploma
10814;Perini;Cinzia;25/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000814;perini.cinzia@studenti.its.net;Diploma
10815;Pantone;Noelia;26/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000815;pantone.noelia@studenti.its.net;Diploma
10816;Piras;Sandra;27/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000816;piras.sandra@studenti.its.net;Diploma
10817;Pisa;Beatrice;28/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000817;pisa.beatrice@studenti.its.net;Diploma
10818;Rullent;Aurora;29/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000818;rullent.aurora@studenti.its.net;Diploma
10819;Riccio;Martina;30/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000819;riccio.martina@studenti.its.net;Diploma
10820;Rezzani;Alessandro;31/03/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000820;rezzani.alessandro@studenti.its.net;Diploma
10821;Sardisco;Luce;01/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000821;sardisco.luce@studenti.its.net;Diploma
10822;Sarracino;Alessandro;02/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000822;sarracino.alessandro@studenti.its.net;Diploma
10823;Scolamiero;Alessia;03/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000823;scolamiero.alessia@studenti.its.net;Diploma
10824;Scaglia;Matilde;04/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000824;scaglia.matilde@studenti.its.net;Diploma
10825;Negro;Matteo;05/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000825;negro.matteo@studenti.its.net;Diploma
10826;Riccomini;Nicolo';06/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000826;riccomini.nicolo@studenti.its.net;Diploma
10827;Schipor;Iacob;07/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000827;schipor.iacob@studenti.its.net;Diploma
10828;Poidomani;Chiara;08/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000828;poidomani.chiara@studenti.its.net;Diploma
10829;Sanna;Pietro;09/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000829;sanna.pietro@studenti.its.net;Diploma
10830;Raimondo;Adele;10/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000830;raimondo.adele@studenti.its.net;Diploma
10831;Pozzo;Irene;11/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000831;pozzo.irene@studenti.its.net;Diploma
10832;Scuderi;Andrea Celeste;12/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000832;scuderi.andreaceleste@studenti.its.net;Diploma
10833;Savarino;Matteo Dante;13/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000833;savarino.matteodante@studenti.its.net;Diploma
10834;Toffanello;Federico;14/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000834;toffanello.federico@studenti.its.net;Diploma
10835;Sangiorgi;Sophia;15/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000835;sangiorgi.sophia@studenti.its.net;Diploma
10836;Scaglia;Alessio;16/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000836;scaglia.alessio@studenti.its.net;Diploma
10837;Puebla alonso;Margarita;17/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000837;pueblaalonso.margarita@studenti.its.net;Diploma
10838;Scaratti;Claudio;18/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000838;scaratti.claudio@studenti.its.net;Diploma
10839;Pugliese;Elena;19/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000839;pugliese.elena@studenti.its.net;Diploma
10840;Punzo;Claudia;20/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000840;punzo.claudia@studenti.its.net;Diploma
10841;Raimondo;Nadia;21/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000841;raimondo.nadia@studenti.its.net;Diploma
10842;Rainone;Maria Alessandra;22/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000842;rainone.mariaalessandra@studenti.its.net;Diploma
10843;Rampulla;Marta;23/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000843;rampulla.marta@studenti.its.net;Diploma
10844;Rapa;Laura;24/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000844;rapa.laura@studenti.its.net;Diploma
10845;Scaglia;Cristiano;25/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000845;scaglia.cristiano@studenti.its.net;Diploma
10846;Rota;Aurora;26/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000846;rota.aurora@studenti.its.net;Diploma
10847;Savarino;Ruben Bliss;27/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000847;savarino.rubenbliss@studenti.its.net;Diploma
10848;Saurrat;Rubens Vittorio;28/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000848;saurrat.rubensvittorio@studenti.its.net;Diploma
10849;Saiu;Emma;29/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000849;saiu.emma@studenti.its.net;Diploma
10850;Rea;Teresa;30/04/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000850;rea.teresa@studenti.its.net;Diploma
10851;Reale;Claudia;01/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000851;reale.claudia@studenti.its.net;Diploma
10852;Spessa;Ginevra;02/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000852;spessa.ginevra@studenti.its.net;Diploma
10853;Pacchiardo;Rachele;03/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000853;pacchiardo.rachele@studenti.its.net;Diploma
10854;Pivato;Raul;04/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000854;pivato.raul@studenti.its.net;Diploma
10855;Totolo;Emanuele;05/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000855;totolo.emanuele@studenti.its.net;Diploma
10856;Bini;Rebecca;06/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000856;bini.rebecca@studenti.its.net;Diploma
10857;Rinciari;Samuele;07/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000857;rinciari.samuele@studenti.its.net;Diploma
10858;Rocchi;Alessandro;08/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000858;rocchi.alessandro@studenti.its.net;Diploma
10859;Rot;Samuele;09/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000859;rot.samuele@studenti.its.net;Diploma
10860;Signorile;Benedetta;10/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000860;signorile.benedetta@studenti.its.net;Diploma
10861;Regaldo;Rita;11/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000861;regaldo.rita@studenti.its.net;Diploma
10862;Tosku;Fatmir;12/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000862;tosku.fatmir@studenti.its.net;Diploma
10863;Sanna;Alessio;13/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000863;sanna.alessio@studenti.its.net;Diploma
10864;Stopazzola;Lorenzo;14/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000864;stopazzola.lorenzo@studenti.its.net;Diploma
10865;Siciliano;Gaia;15/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000865;siciliano.gaia@studenti.its.net;Diploma
10866;Simioli;Rebecca;16/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000866;simioli.rebecca@studenti.its.net;Diploma
10867;Rot;Melissa;17/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000867;rot.melissa@studenti.its.net;Diploma
10868;Trisolino;Edoardo;18/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000868;trisolino.edoardo@studenti.its.net;Diploma
10869;Rossetti;Arianna;19/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000869;rossetti.arianna@studenti.its.net;Diploma
10870;Salvamano;Chiara;20/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000870;salvamano.chiara@studenti.its.net;Diploma
10871;Panarese;Matteo;21/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000871;panarese.matteo@studenti.its.net;Diploma
10872;Sicca;Cecilia;22/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000872;sicca.cecilia@studenti.its.net;Diploma
10873;Porzio;Cecilia;23/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000873;porzio.cecilia@studenti.its.net;Diploma
10874;Saiu;Emma;24/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000874;saiu.emma@studenti.its.net;Diploma
10875;Romano;Irene;25/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000875;romano.irene@studenti.its.net;Diploma
10876;Villano;Mauro;26/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000876;villano.mauro@studenti.its.net;Diploma
10877;Rossin;Monica;27/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000877;rossin.monica@studenti.its.net;Diploma
10878;Parussa;Francesca;28/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000878;parussa.francesca@studenti.its.net;Diploma
10879;Malco;Riccardo Paolo;29/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000879;malco.riccardopaolo@studenti.its.net;Diploma
10880;Rosso;Adriana;30/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000880;rosso.adriana@studenti.its.net;Diploma
10881;Rosso;Claudia;31/05/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000881;rosso.claudia@studenti.its.net;Diploma
10882;Rota;Maria Vittoria;01/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000882;rota.mariavittoria@studenti.its.net;Diploma
10883;Russo;Dora;02/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000883;russo.dora@studenti.its.net;Diploma
10884;Tiozzo;Roberto;03/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000884;tiozzo.roberto@studenti.its.net;Diploma
10885;Scolamiero;Marco;04/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000885;scolamiero.marco@studenti.its.net;Diploma
10886;Sabia;Lucia;05/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000886;sabia.lucia@studenti.its.net;Diploma
10887;Sanapo;Angelica;06/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000887;sanapo.angelica@studenti.its.net;Diploma
10888;Orihuela fernandez;Romina;07/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000888;orihuelafernandez.romina@studenti.its.net;Diploma
10889;Petracca;Ruben;08/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000889;petracca.ruben@studenti.its.net;Diploma
10890;Spinelli;Luca;09/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000890;spinelli.luca@studenti.its.net;Diploma
10891;Trisolino;Alice;10/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000891;trisolino.alice@studenti.its.net;Diploma
10892;Urzica;Dalia;11/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000892;urzica.dalia@studenti.its.net;Diploma
10893;Tartaglia ochoa;Francesco;12/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000893;tartagliaochoa.francesco@studenti.its.net;Diploma
10894;Santaromita villa;Alessia;13/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000894;santaromitavilla.alessia@studenti.its.net;Diploma
10895;Toffanello;Fabio;14/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000895;toffanello.fabio@studenti.its.net;Diploma
10896;Raso;Elisa;15/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000896;raso.elisa@studenti.its.net;Diploma
10897;Saporito;Simona;16/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000897;saporito.simona@studenti.its.net;Diploma
10898;Scuola;Controllipon;17/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000898;scuola.controllipon@studenti.its.net;Diploma
10899;Putignani;Alessandro;18/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000899;putignani.alessandro@studenti.its.net;Diploma
10900;Trampoli;Gabriele;19/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000900;trampoli.gabriele@studenti.its.net;Diploma
10901;Semeraro;Dora;20/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000901;semeraro.dora@studenti.its.net;Diploma
10902;Serra;Anna;21/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000902;serra.anna@studenti.its.net;Diploma
10903;Vigorita;Alessandro;22/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000903;vigorita.alessandro@studenti.its.net;Diploma
10904;Traversio;Sveva;23/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000904;traversio.sveva@studenti.its.net;Diploma
10905;Trogu;Aaron;24/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000905;trogu.aaron@studenti.its.net;Diploma
10906;Viel;Greta;25/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000906;viel.greta@studenti.its.net;Diploma
10907;Volosin;Rebecca;26/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000907;volosin.rebecca@studenti.its.net;Diploma
10908;Villella;Emanuele;27/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000908;villella.emanuele@studenti.its.net;Diploma
10909;Rosotti;Alberto;28/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000909;rosotti.alberto@studenti.its.net;Diploma
10910;Romano;Manuel;29/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000910;romano.manuel@studenti.its.net;Diploma
10911;Ruffiero;Carlotta Rosa;30/06/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000911;ruffiero.carlottarosa@studenti.its.net;Diploma
10912;Utzeri;Arianna;01/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000912;utzeri.arianna@studenti.its.net;Diploma
10913;Zelli;Elena;02/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000913;zelli.elena@studenti.its.net;Diploma
10914;Serra;Marina;03/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000914;serra.marina@studenti.its.net;Diploma
10915;Ruffiero;Federico Pietro;04/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000915;ruffiero.federicopietro@studenti.its.net;Diploma
10916;Utzeri;Davide;05/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000916;utzeri.davide@studenti.its.net;Diploma
10917;Severino;Elisabetta;06/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000917;severino.elisabetta@studenti.its.net;Diploma
10918;Radini;Safiria;07/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000918;radini.safiria@studenti.its.net;Diploma
10919;Torbidone;Greta;08/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000919;torbidone.greta@studenti.its.net;Diploma
10920;Pellegrini;Valentina;09/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000920;pellegrini.valentina@studenti.its.net;Diploma
10921;Sgherza;Angela;10/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000921;sgherza.angela@studenti.its.net;Diploma
10922;Scolamiero;Roberto;11/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000922;scolamiero.roberto@studenti.its.net;Diploma
10923;Rocchi;Gianmarco;12/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000923;rocchi.gianmarco@studenti.its.net;Diploma
10924;Sicari;Marina;13/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000924;sicari.marina@studenti.its.net;Diploma
10925;Simari;Sabrina;14/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000925;simari.sabrina@studenti.its.net;Diploma
10926;Scalera;Vittoria;15/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000926;scalera.vittoria@studenti.its.net;Diploma
10927;Infanzia;sez A;16/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000927;infanzia.seza@studenti.its.net;Diploma
10928;Tuberga;Maya;17/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000928;tuberga.maya@studenti.its.net;Diploma
10929;Steccanella;Andrea;18/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000929;steccanella.andrea@studenti.its.net;Diploma
10930;Sitzia;Lucia;19/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000930;sitzia.lucia@studenti.its.net;Diploma
10931;Vaccariello;Daniele;20/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000931;vaccariello.daniele@studenti.its.net;Diploma
10932;Sottile;Silvia;21/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000932;sottile.silvia@studenti.its.net;Diploma
10933;Spagnuolo;Lorella;22/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000933;spagnuolo.lorella@studenti.its.net;Diploma
10934;Sperini;Silvia;23/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000934;sperini.silvia@studenti.its.net;Diploma
10935;Stallone;Claudia;24/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000935;stallone.claudia@studenti.its.net;Diploma
10936;Stefani;Ilaria;25/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000936;stefani.ilaria@studenti.its.net;Diploma
10937;Strocco;Simona;26/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000937;strocco.simona@studenti.its.net;Diploma
10938;Tabone;Graziana;27/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000938;tabone.graziana@studenti.its.net;Diploma
10939;Solano;Alessandro;28/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000939;solano.alessandro@studenti.its.net;Diploma
10940;Zanellato;Matteo;29/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000940;zanellato.matteo@studenti.its.net;Diploma
10941;Utzeri;Andrea;30/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000941;utzeri.andrea@studenti.its.net;Diploma
10942;Santomartino;Sebastian;31/07/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000942;santomartino.sebastian@studenti.its.net;Diploma
10943;Stopazzola;Giada;01/08/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000943;stopazzola.giada@studenti.its.net;Diploma
10944;Visetti;Simone;02/08/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000944;visetti.simone@studenti.its.net;Diploma
10945;Scicolone;Gabriele;03/08/2002;Torino;Via Cibrario, NN;10143;Torino;TO;3300000945;scicolone.gabriele@studenti.its.net;Diploma
